01:23:05 - 来自: main.py:1732 - <module>                        | 调用函数            | __main__.__init__                        | 参数: {'self': '<__main__.MaYun object at 0x000001D8F482CF70>'}
01:23:25 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(107, 30, 1121, 82), (159, 30, 1121, 82)])
01:23:25 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(208, 27, 1121, 82), (209, 27, 1121, 82), (208, 28, 1121, 82), (209, 28, 1121, 82), (208, 29, 1121, 82), (209, 29, 1121, 82), (210, 29, 1121, 82), (208, 30, 1121, 82), (209, 30, 1121, 82), (210, 30, 1121, 82), (208, 31, 1121, 82), (209, 31, 1121, 82), (208, 32, 1121, 82), (209, 32, 1121, 82)]', 'distance': '25'}
01:23:25 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(208, 27, 1121, 82)])
01:23:25 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(310, 28, 1121, 82), (309, 29, 1121, 82), (310, 29, 1121, 82), (311, 29, 1121, 82), (259, 30, 1121, 82), (260, 30, 1121, 82), (309, 30, 1121, 82), (310, 30, 1121, 82), (311, 30, 1121, 82)]', 'distance': '25'}
01:23:25 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(310, 28, 1121, 82), (259, 30, 1121, 82)])
01:23:25 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(410, 29, 1121, 82), (411, 29, 1121, 82), (511, 29, 1121, 82), (512, 29, 1121, 82), (360, 30, 1121, 82), (410, 30, 1121, 82), (411, 30, 1121, 82), (412, 30, 1121, 82), (461, 30, 1121, 82), (511, 30, 1121, 82), (512, 30, 1121, 82), (513, 30, 1121, 82), (360, 31, 1121, 82), (361, 31, 1121, 82), (410, 31, 1121, 82), (411, 31, 1121, 82), (412, 31, 1121, 82), (461, 31, 1121, 82), (462, 31, 1121, 82), (511, 31, 1121, 82), (512, 31, 1121, 82), (513, 31, 1121, 82), (360, 32, 1121, 82), (410, 32, 1121, 82), (411, 32, 1121, 82), (412, 32, 1121, 82), (461, 32, 1121, 82), (511, 32, 1121, 82), (512, 32, 1121, 82), (513, 32, 1121, 82), (411, 33, 1121, 82), (512, 33, 1121, 82)]', 'distance': '25'}
01:23:25 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (4, [(410, 29, 1121, 82), (511, 29, 1121, 82), (360, 30, 1121, 82), (461, 30, 1121, 82)])
01:23:25 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(562, 30, 1121, 82), (562, 31, 1121, 82), (562, 32, 1121, 82)]', 'distance': '25'}
01:23:25 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(562, 30, 1121, 82)])
01:23:25 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(614, 30, 1121, 82), (615, 30, 1121, 82), (613, 31, 1121, 82), (614, 31, 1121, 82), (615, 31, 1121, 82), (614, 32, 1121, 82), (615, 32, 1121, 82)]', 'distance': '25'}
01:23:25 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(614, 30, 1121, 82)])
01:23:25 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(663, 30, 1121, 82), (664, 30, 1121, 82), (665, 30, 1121, 82), (663, 31, 1121, 82), (664, 31, 1121, 82), (665, 31, 1121, 82), (714, 31, 1121, 82), (715, 31, 1121, 82), (663, 32, 1121, 82), (664, 32, 1121, 82), (665, 32, 1121, 82)]', 'distance': '25'}
01:23:25 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(663, 30, 1121, 82), (714, 31, 1121, 82)])
01:23:25 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(766, 29, 1121, 82), (765, 30, 1121, 82), (766, 30, 1121, 82), (767, 30, 1121, 82), (764, 31, 1121, 82), (765, 31, 1121, 82), (766, 31, 1121, 82), (767, 31, 1121, 82), (764, 32, 1121, 82), (765, 32, 1121, 82), (766, 32, 1121, 82), (764, 33, 1121, 82), (765, 33, 1121, 82), (766, 33, 1121, 82)]', 'distance': '25'}
01:23:25 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(766, 29, 1121, 82)])
01:23:25 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(815, 29, 1121, 82), (816, 29, 1121, 82), (817, 29, 1121, 82), (815, 30, 1121, 82), (816, 30, 1121, 82), (817, 30, 1121, 82), (866, 30, 1121, 82), (867, 30, 1121, 82), (815, 31, 1121, 82), (816, 31, 1121, 82), (817, 31, 1121, 82)]', 'distance': '25'}
01:23:25 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(815, 29, 1121, 82), (866, 30, 1121, 82)])
01:23:25 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(916, 30, 1121, 82), (917, 30, 1121, 82), (916, 31, 1121, 82), (917, 31, 1121, 82), (916, 32, 1121, 82)]', 'distance': '25'}
01:23:25 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(916, 30, 1121, 82)])
01:23:25 -         来自: main.py:751 - before_start                     | 函数返回            | __main__.find_my_cards                   | 返回值: 22AKKQQQQT9887664
01:23:25 -         来自: main.py:808 - before_start                     | 调用函数            | __main__.find_pic                        | 参数: {'path': 'jiao_btn', 'pos': '(214, 380, 791, 93)', 'click': 'False'}
01:23:25 -         来自: main.py:808 - before_start                     | 函数返回            | __main__.find_pic                        | 返回值: None
01:23:25 -         来自: main.py:827 - before_start                     | 调用函数            | __main__.find_pic                        | 参数: {'path': 'qiang_btn', 'pos': '(214, 380, 791, 93)', 'click': 'False'}
01:23:25 -         来自: main.py:827 - before_start                     | 函数返回            | __main__.find_pic                        | 返回值: None
01:23:25 -         来自: main.py:646 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
01:23:25 -         来自: main.py:646 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
01:23:25 -         来自: main.py:649 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
01:23:26 -         来自: main.py:649 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
01:23:26 -         来自: main.py:652 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
01:23:26 -         来自: main.py:652 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
01:23:26 -         来自: main.py:655 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
01:23:26 -         来自: main.py:655 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
01:23:26 -         来自: main.py:658 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
01:23:26 -         来自: main.py:658 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
01:23:26 -         来自: main.py:661 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
01:23:26 -         来自: main.py:661 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
01:23:26 -         来自: main.py:664 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
01:23:26 -         来自: main.py:664 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
01:23:26 -         来自: main.py:667 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
01:23:26 -         来自: main.py:667 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
01:23:26 -         来自: main.py:670 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
01:23:26 -         来自: main.py:670 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
01:23:26 -         来自: main.py:673 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
01:23:26 -         来自: main.py:673 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
01:23:26 -         来自: main.py:751 - before_start                     | 调用函数            | __main__.find_my_cards                   | 参数: {'self': '<__main__.Worker object at 0x000001D8F6212550>'}
01:23:26 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(107, 30, 1121, 82), (108, 30, 1121, 82), (109, 30, 1121, 82), (159, 30, 1121, 82), (107, 31, 1121, 82), (108, 31, 1121, 82), (109, 31, 1121, 82), (158, 31, 1121, 82), (159, 31, 1121, 82), (107, 32, 1121, 82), (108, 32, 1121, 82), (109, 32, 1121, 82), (158, 32, 1121, 82)]', 'distance': '25'}
01:23:26 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(107, 30, 1121, 82), (159, 30, 1121, 82)])
01:23:26 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(208, 27, 1121, 82), (209, 27, 1121, 82), (208, 28, 1121, 82), (209, 28, 1121, 82), (208, 29, 1121, 82), (209, 29, 1121, 82), (210, 29, 1121, 82), (208, 30, 1121, 82), (209, 30, 1121, 82), (210, 30, 1121, 82), (208, 31, 1121, 82), (209, 31, 1121, 82), (208, 32, 1121, 82), (209, 32, 1121, 82)]', 'distance': '25'}
