00:37:49 - 来自: main.py:1747 - <module>                        | 调用函数            | __main__.__init__                        | 参数: {'self': '<__main__.MaYun object at 0x000002453C3FCE50>'}
00:38:20 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(208, 29, 1121, 82)])
00:38:20 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(310, 29, 1121, 82), (259, 30, 1121, 82), (260, 30, 1121, 82), (310, 30, 1121, 82)]', 'distance': '25'}
00:38:20 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(310, 29, 1121, 82), (259, 30, 1121, 82)])
00:38:20 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(360, 30, 1121, 82), (360, 31, 1121, 82), (361, 31, 1121, 82), (360, 32, 1121, 82)]', 'distance': '25'}
00:38:20 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(360, 30, 1121, 82)])
00:38:20 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(411, 28, 1121, 82), (412, 28, 1121, 82), (461, 28, 1121, 82), (462, 28, 1121, 82), (410, 29, 1121, 82), (411, 29, 1121, 82), (412, 29, 1121, 82), (461, 29, 1121, 82), (462, 29, 1121, 82), (463, 29, 1121, 82), (512, 29, 1121, 82), (513, 29, 1121, 82), (410, 30, 1121, 82), (411, 30, 1121, 82), (412, 30, 1121, 82), (461, 30, 1121, 82), (462, 30, 1121, 82), (463, 30, 1121, 82), (512, 30, 1121, 82), (513, 30, 1121, 82), (410, 31, 1121, 82), (411, 31, 1121, 82), (412, 31, 1121, 82), (461, 31, 1121, 82), (462, 31, 1121, 82), (463, 31, 1121, 82), (512, 31, 1121, 82), (513, 31, 1121, 82), (411, 32, 1121, 82), (412, 32, 1121, 82), (462, 32, 1121, 82)]', 'distance': '25'}
00:38:20 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (3, [(411, 28, 1121, 82), (461, 28, 1121, 82), (512, 29, 1121, 82)])
00:38:20 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(562, 30, 1121, 82), (562, 31, 1121, 82), (562, 32, 1121, 82)]', 'distance': '25'}
00:38:20 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(562, 30, 1121, 82)])
00:38:20 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(664, 29, 1121, 82), (665, 29, 1121, 82), (614, 30, 1121, 82), (664, 30, 1121, 82), (665, 30, 1121, 82), (666, 30, 1121, 82), (613, 31, 1121, 82), (614, 31, 1121, 82), (663, 31, 1121, 82), (664, 31, 1121, 82), (665, 31, 1121, 82), (666, 31, 1121, 82), (613, 32, 1121, 82), (614, 32, 1121, 82), (663, 32, 1121, 82), (664, 32, 1121, 82), (665, 32, 1121, 82), (663, 33, 1121, 82), (664, 33, 1121, 82)]', 'distance': '25'}
00:38:20 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(664, 29, 1121, 82), (614, 30, 1121, 82)])
00:38:20 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(715, 29, 1121, 82), (765, 29, 1121, 82), (766, 29, 1121, 82), (714, 30, 1121, 82), (715, 30, 1121, 82), (764, 30, 1121, 82), (765, 30, 1121, 82), (766, 30, 1121, 82), (715, 31, 1121, 82), (765, 31, 1121, 82), (766, 31, 1121, 82)]', 'distance': '25'}
00:38:20 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(715, 29, 1121, 82), (765, 29, 1121, 82)])
00:38:20 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(866, 28, 1121, 82), (867, 28, 1121, 82), (868, 28, 1121, 82), (816, 29, 1121, 82), (817, 29, 1121, 82), (866, 29, 1121, 82), (867, 29, 1121, 82), (868, 29, 1121, 82), (866, 30, 1121, 82), (867, 30, 1121, 82), (868, 30, 1121, 82)]', 'distance': '25'}
00:38:20 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(866, 28, 1121, 82), (816, 29, 1121, 82)])
00:38:20 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(916, 31, 1121, 82), (917, 31, 1121, 82)]', 'distance': '25'}
00:38:20 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(916, 31, 1121, 82)])
00:38:20 -         来自: main.py:763 - before_start                     | 函数返回            | __main__.find_my_cards                   | 返回值: 22AKKQJJJT7766553
00:38:20 -         来自: main.py:820 - before_start                     | 调用函数            | __main__.find_pic                        | 参数: {'path': 'jiao_btn', 'pos': '(214, 380, 791, 93)', 'click': 'False'}
00:38:20 -         来自: main.py:820 - before_start                     | 函数返回            | __main__.find_pic                        | 返回值: None
00:38:20 -         来自: main.py:838 - before_start                     | 调用函数            | __main__.find_pic                        | 参数: {'path': 'qiang_btn', 'pos': '(214, 380, 791, 93)', 'click': 'False'}
00:38:21 -         来自: main.py:838 - before_start                     | 函数返回            | __main__.find_pic                        | 返回值: None
00:38:21 -         来自: main.py:851 - before_start                     | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(85, 615, 54, 72)', 'click': 'False'}
00:38:21 -         来自: main.py:851 - before_start                     | 函数返回            | __main__.find_pic                        | 返回值: None
00:38:21 -         来自: main.py:851 - before_start                     | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(95, 216, 88, 100)', 'click': 'False'}
00:38:21 -         来自: main.py:851 - before_start                     | 函数返回            | __main__.find_pic                        | 返回值: None
00:38:21 -         来自: main.py:851 - before_start                     | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(1062, 213, 95, 100)', 'click': 'False'}
00:38:21 -         来自: main.py:851 - before_start                     | 函数返回            | __main__.find_pic                        | 返回值: None
00:38:21 -         来自: main.py:658 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
00:38:21 -         来自: main.py:658 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:38:21 -         来自: main.py:661 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
00:38:21 -         来自: main.py:661 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:38:21 -         来自: main.py:664 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
00:38:21 -         来自: main.py:664 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:38:21 -         来自: main.py:667 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
00:38:21 -         来自: main.py:667 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:38:21 -         来自: main.py:670 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
00:38:21 -         来自: main.py:670 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:38:21 -         来自: main.py:673 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
00:38:21 -         来自: main.py:673 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:38:21 -         来自: main.py:676 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
00:38:21 -         来自: main.py:676 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:38:21 -         来自: main.py:679 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
00:38:21 -         来自: main.py:679 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:38:22 -         来自: main.py:682 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
00:38:22 -         来自: main.py:682 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:38:22 -         来自: main.py:685 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
